user_id,author,role,has_query,has_candidate,is_distractor
user_0719,scythe,query,1,1,0
user_0720,sctb,distractor,0,1,1
user_0721,scrollaway,distractor,0,1,1
user_0722,scotty79,query,1,1,0
user_0723,scott_s,distractor,0,1,1
user_0724,schoen,query,1,1,0
user_0725,scarmig,query,1,1,0
user_0726,scarface74,query,1,1,0
user_0727,shadowgovt,distractor,0,1,1
user_0728,shakna,distractor,0,1,1
user_0729,skybrian,query,1,1,0
user_0730,sharemywin,distractor,0,1,1
user_0731,skrebbel,query,1,1,0
user_0732,skissane,distractor,0,1,1
user_0733,skinnymuch,distractor,0,1,1
user_0734,ska,query,1,1,0
user_0735,sjg007,query,1,1,0
user_0736,sitkack,query,1,1,0
user_0737,simonw,query,1,1,0
user_0738,simonh,distractor,0,1,1
user_0739,simonebrunozzi,query,1,1,0
user_0740,simonblack,query,1,1,0
user_0741,simion314,distractor,0,1,1
user_0742,simias,distractor,0,1,1
user_0743,sillysaurusx,distractor,0,1,1
user_0744,sillysaurus3,query,1,1,0
user_0745,silisili,distractor,0,1,1
user_0746,sidlls,query,1,1,0
user_0747,sidcool,query,1,1,0
user_0748,shmerl,query,1,1,0
user_0749,shkkmo,distractor,0,1,1
user_0750,jefftk,query,1,1,0
user_0751,jeffbee,distractor,0,1,1
user_0752,jedberg,query,1,1,0
user_0753,_heimdall,distractor,0,1,1
user_0754,acqq,query,1,1,0
user_0755,acdha,query,1,1,0
user_0756,account42,query,1,1,0
user_0757,abecedarius,distractor,0,1,1
user_0758,aaronbrethorst,distractor,0,1,1
user_0759,aaron695,query,1,1,0
user_0760,aaomidi,query,1,1,0
user_0761,a3n,distractor,0,1,1
user_0762,_ph_,distractor,0,1,1
user_0763,_ea1k,query,1,1,0
user_0764,Xylakant,distractor,0,1,1
user_0765,_delirium,query,1,1,0
user_0766,__MatrixMan__,distractor,0,1,1
user_0767,_8j50,query,1,1,0
user_0768,Zigurd,query,1,1,0
user_0769,ZeroGravitas,query,1,1,0
user_0770,ZenoArrow,distractor,0,1,1
user_0771,Zak,distractor,0,1,1
user_0772,Ygg2,distractor,0,1,1
user_0773,YeGoblynQueenne,distractor,0,1,1
user_0774,actionfromafar,query,1,1,0
user_0775,adamnemecek,distractor,0,1,1
user_0776,adastra22,distractor,0,1,1
user_0777,adolph,distractor,0,1,1
user_0778,amelius,query,1,1,0
user_0779,amanaplanacanal,distractor,0,1,1
user_0780,alkonaut,query,1,1,0
user_0781,alistairSH,query,1,1,0
user_0782,alephnerd,query,1,1,0
user_0783,al_borland,distractor,0,1,1
user_0784,akira2501,query,1,1,0
user_0785,ajuc,query,1,1,0
user_0786,ajsnigrutin,query,1,1,0
user_0787,ajross,query,1,1,0
user_0788,ajmurmann,query,1,1,0
user_0789,airstrike,distractor,0,1,1
user_0790,aidenn0,distractor,0,1,1
user_0791,agumonkey,distractor,0,1,1
user_0792,afavour,query,1,1,0
user_0793,afarrell,distractor,0,1,1
user_0794,adventured,distractor,0,1,1
user_0795,adrian_b,query,1,1,0
user_0796,adrianN,distractor,0,1,1
user_0797,Y_Y,query,1,1,0
user_0798,XorNot,distractor,0,1,1
user_0799,ams6110,query,1,1,0
user_0800,Symbiote,distractor,0,1,1
user_0801,Terr_,distractor,0,1,1
user_0802,Tepix,distractor,0,1,1
user_0803,TedDoesntTalk,distractor,0,1,1
user_0804,TeMPOraL,query,1,1,0
user_0805,TazeTSchnitzel,distractor,0,1,1
user_0806,TaylorAlexander,query,1,1,0
user_0807,Tade0,distractor,0,1,1
user_0808,TacticalCoder,distractor,0,1,1
user_0809,Symmetry,query,1,1,0
user_0810,Swizec,distractor,0,1,1
user_0811,Wowfunhappy,distractor,0,1,1
user_0812,SwellJoe,query,1,1,0
user_0813,SubiculumCode,query,1,1,0
user_0814,Stratoscope,distractor,0,1,1
user_0815,StavrosK,query,1,1,0
user_0816,Spooky23,query,1,1,0
user_0817,Spivak,distractor,0,1,1
user_0818,SpicyLemonZest,distractor,0,1,1
user_0819,Someone1234,distractor,0,1,1
user_0820,Someone,distractor,0,1,1
user_0821,Terretta,query,1,1,0
user_0822,TheCoelacanth,query,1,1,0
user_0823,TheOtherHobbes,query,1,1,0
user_0824,TheSpiceIsLife,distractor,0,1,1
user_0825,WorldMaker,query,1,1,0
user_0826,Workaccount2,query,1,1,0
user_0827,Waterluvian,query,1,1,0
user_0828,WarOnPrivacy,query,1,1,0
user_0829,WalterGR,query,1,1,0
user_0830,WalterBright,query,1,1,0
user_0831,Vinnl,query,1,1,0
user_0832,VLM,query,1,1,0
user_0833,User23,query,1,1,0
user_0834,UncleMeat,distractor,0,1,1
user_0835,TylerE,query,1,1,0
user_0836,Turing_Machine,distractor,0,1,1
user_0837,TulliusCicero,distractor,0,1,1
user_0838,Tomte,query,1,1,0
user_0839,TillE,distractor,0,1,1
user_0840,Tichy,distractor,0,1,1
user_0841,ThrowawayR2,distractor,0,1,1
user_0842,Thorrez,query,1,1,0
user_0843,ThomPete,distractor,0,1,1
user_0844,amluto,distractor,0,1,1
user_0845,analog31,query,1,1,0
user_0846,briandear,query,1,1,0
user_0847,bell-cot,distractor,0,1,1
user_0848,bilbo0s,query,1,1,0
user_0849,bigiain,distractor,0,1,1
user_0850,bhouston,query,1,1,0
user_0851,benologist,distractor,0,1,1
user_0852,benj111,distractor,0,1,1
user_0853,benatkin,distractor,0,1,1
user_0854,ben_w,query,1,1,0
user_0855,belter,query,1,1,0
user_0856,belorn,query,1,1,0
user_0857,bee_rider,distractor,0,1,1
user_0858,bawolff,query,1,1,0
user_0859,bediger4000,distractor,0,1,1
user_0860,beat,query,1,1,0
user_0861,beardyw,distractor,0,1,1
user_0862,beagle3,query,1,1,0
user_0863,bduerst,distractor,0,1,1
user_0864,bdcravens,query,1,1,0
user_0865,bdangubic,distractor,0,1,1
user_0866,bayindirh,query,1,1,0
user_0867,baybal2,query,1,1,0
user_0868,bitL,query,1,1,0
user_0869,bitwize,distractor,0,1,1
user_0870,bjourne,query,1,1,0
user_0871,blhack,query,1,1,0
user_0872,brailsafe,distractor,0,1,1
user_0873,bradleyjg,query,1,1,0
user_0874,bradknowles,distractor,0,1,1
user_0875,bpodgursky,query,1,1,0
user_0876,boomboomsubban,query,1,1,0
user_0877,bookofjoe,query,1,1,0
user_0878,bombcar,distractor,0,1,1
user_0879,bogomipz,distractor,0,1,1
user_0880,bobthepanda,distractor,0,1,1
user_0881,bob1029,distractor,0,1,1
user_0882,bmitc,query,1,1,0
user_0883,bmelton,query,1,1,0
user_0884,bluefirebrand,distractor,0,1,1
user_0885,bluedino,query,1,1,0
user_0886,blub,distractor,0,1,1
user_0887,bluGill,query,1,1,0
user_0888,blowski,query,1,1,0
user_0889,blitzar,distractor,0,1,1
user_0890,blibble,query,1,1,0
user_0891,baxtr,query,1,1,0
user_0892,basch,distractor,0,1,1
user_0893,anamax,distractor,0,1,1
user_0894,anthk,distractor,0,1,1
user_0895,asdff,query,1,1,0
user_0896,ars,distractor,0,1,1
user_0897,arp242,distractor,0,1,1
user_0898,arethuza,query,1,1,0
user_0899,arcticbull,distractor,0,1,1
user_0900,archagon,query,1,1,0
user_0901,api,distractor,0,1,1
user_0902,antisthenes,distractor,0,1,1
user_0903,antirez,distractor,0,1,1
user_0904,anovikov,distractor,0,1,1
user_0905,barry-cotter,query,1,1,0
user_0906,anigbrowl,query,1,1,0
user_0907,angersock,query,1,1,0
user_0908,andybak,query,1,1,0
user_0909,andy_ppp,query,1,1,0
user_0910,andsoitis,distractor,0,1,1
user_0911,andrewstuart,distractor,0,1,1
user_0912,andrewflnr,distractor,0,1,1
user_0913,andrepd,query,1,1,0
user_0914,andai,query,1,1,0
user_0915,aspenmayer,distractor,0,1,1
user_0916,astrange,distractor,0,1,1
user_0917,astrodust,distractor,0,1,1
user_0918,astura,distractor,0,1,1
user_0919,barrkel,distractor,0,1,1
user_0920,barbazoo,query,1,1,0
user_0921,baq,distractor,0,1,1
user_0922,bane,distractor,0,1,1
user_0923,bamboozled,distractor,0,1,1
user_0924,bambax,query,1,1,0
user_0925,baddox,distractor,0,1,1
user_0926,bad_user,query,1,1,0
user_0927,baby,distractor,0,1,1
user_0928,b112,query,1,1,0
user_0929,azinman2,distractor,0,1,1
user_0930,azernik,distractor,0,1,1
user_0931,axod,query,1,1,0
user_0932,avmich,query,1,1,0
user_0933,autoexec,distractor,0,1,1
user_0934,austincheney,query,1,1,0
user_0935,atoav,distractor,0,1,1
user_0936,atmosx,distractor,0,1,1
user_0937,asveikau,query,1,1,0
user_0938,Sohcahtoa82,distractor,0,1,1
user_0939,SoftTalker,query,1,1,0
user_0940,SkyMarshal,distractor,0,1,1
user_0941,CydeWeys,distractor,0,1,1
user_0942,Der_Einzige,query,1,1,0
user_0943,DennisP,distractor,0,1,1
user_0944,DenisM,distractor,0,1,1
user_0945,DeathArrow,distractor,0,1,1
user_0946,DannyBee,distractor,0,1,1
user_0947,DanielBMarkham,query,1,1,0
user_0948,DanBC,query,1,1,0
user_0949,DaiPlusPlus,query,1,1,0
user_0950,Cyph0n,distractor,0,1,1
user_0951,CyberDildonics,distractor,0,1,1
user_0952,ChrisArchitect,query,1,1,0
user_0953,CuriouslyC,distractor,0,1,1
user_0954,Cthulhu_,query,1,1,0
user_0955,Consultant32452,query,1,1,0
user_0956,ComputerGuru,query,1,1,0
user_0957,ColinWright,query,1,1,0
user_0958,ClumsyPilot,distractor,0,1,1
user_0959,Clubber,query,1,1,0
user_0960,ChuckNorris89,distractor,0,1,1
user_0961,ChuckMcM,query,1,1,0
user_0962,DonHopkins,distractor,0,1,1
user_0963,DoreenMichele,query,1,1,0
user_0964,DrScump,query,1,1,0
user_0965,Dylan16807,query,1,1,0
user_0966,GoblinSlayer,distractor,0,1,1
user_0967,Gigachad,query,1,1,0
user_0968,Gibbon1,query,1,1,0
user_0969,GekkePrutser,query,1,1,0
user_0970,FredPret,distractor,0,1,1
user_0971,Freak_NL,query,1,1,0
user_0972,FpUser,query,1,1,0
user_0973,ForHackernews,query,1,1,0
user_0974,Fnoord,query,1,1,0
user_0975,FireBeyond,query,1,1,0
user_0976,Filligree,distractor,0,1,1
user_0977,FabHK,distractor,0,1,1
user_0978,EvanAnderson,query,1,1,0
user_0979,ErrantX,query,1,1,0
user_0980,Ericson2314,distractor,0,1,1
user_0981,EliRivers,query,1,1,0
user_0982,Ekaros,distractor,0,1,1
user_0983,EdwardDiego,query,1,1,0
user_0984,EGreg,query,1,1,0
user_0985,ChrisMarshallNY,distractor,0,1,1
user_0986,Chris2048,distractor,0,1,1
user_0987,SketchySeaBeast,query,1,1,0
user_0988,Aeolun,distractor,0,1,1
user_0989,Angostura,query,1,1,0
user_0990,AndrewKemendo,query,1,1,0
user_0991,Analemma_,query,1,1,0
user_0992,AnIdiotOnTheNet,distractor,0,1,1
user_0993,Alupis,query,1,1,0
user_0994,AlotOfReading,distractor,0,1,1
user_0995,Aloha,query,1,1,0
user_0996,AlexandrB,distractor,0,1,1
user_0997,Alex3917,distractor,0,1,1
user_0998,ASalazarMX,query,1,1,0
user_0999,CharlesW,query,1,1,0
user_1000,8note,query,1,1,0
