pool,user_id,n_chunks,bucket,n_words,local_chars,gpt4o_chars,char_ratio_local_over_gpt4o,local_traits,gpt4o_traits,dup_rate,truncated,top1_correct,hit_at_15
pool_en,user_9ce96cbf,2,2-3,16692,550,689,0.7982583454281568,28,21,0.0,False,False,False
pool_en,user_9d9fba70,2,2-3,13408,753,502,1.5,38,16,0.0,False,False,False
pool_en,user_9dda4af9,2,2-3,12170,689,492,1.4004065040650406,46,13,0.0,False,False,False
pool_en,user_9f81cfba,2,2-3,16086,2440,473,5.158562367864693,67,14,0.0,False,False,False
pool_en,user_9ff844ba,2,2-3,8920,1169,453,2.5805739514348787,54,12,0.0185,False,True,True
pool_en,user_a2825b06,2,2-3,14628,411,430,0.9558139534883721,18,12,0.0,False,True,True
pool_en,user_a346dfc4,2,2-3,19434,245,411,0.5961070559610706,17,11,0.0,False,False,False
pool_en,user_a4a77a7d,2,2-3,18328,702,662,1.0604229607250755,52,14,0.0,False,False,False
pool_en,user_a4aab257,2,2-3,14852,200,471,0.42462845010615713,13,15,0.0,False,True,True
pool_en,user_a52dd639,2,2-3,13634,348,452,0.7699115044247787,18,13,0.0,False,True,True
pool_en,user_a57e47b1,2,2-3,15772,693,626,1.1070287539936101,22,14,0.0,False,False,False
pool_en,user_a8dc91a3,2,2-3,16784,1448,439,3.298405466970387,78,12,0.0,False,False,False
pool_en,user_aaa1e595,2,2-3,11789,177,314,0.5636942675159236,8,11,0.0,False,False,False
pool_en,user_ab434739,2,2-3,11083,467,378,1.2354497354497354,18,11,0.0,False,False,True
pool_en,user_ac6d6bff,2,2-3,13901,895,365,2.452054794520548,30,12,0.0,False,True,True
pool_en,user_acb51eed,2,2-3,16838,1584,455,3.4813186813186814,41,13,0.0,False,False,False
pool_en,user_b1c16312,2,2-3,14301,714,351,2.034188034188034,30,11,0.0,False,True,True
pool_en,user_b23aa915,2,2-3,11860,729,550,1.3254545454545454,25,18,0.0,False,True,True
pool_en,user_b2aba63a,2,2-3,15147,430,597,0.7202680067001676,28,19,0.0,False,False,True
pool_en,user_b4d7e69a,2,2-3,17704,572,454,1.2599118942731278,32,15,0.0,False,False,False
pool_en,user_b4f295b3,2,2-3,10795,314,537,0.5847299813780261,11,13,0.0,False,False,False
pool_en,user_b5af9db9,2,2-3,14753,313,386,0.810880829015544,12,12,0.0,False,False,False
pool_en,user_b7ba6422,2,2-3,12265,483,697,0.6929698708751794,21,21,0.0,False,False,False
pool_en,user_b888c512,2,2-3,17319,541,574,0.9425087108013938,27,15,0.0,False,False,True
pool_en,user_b8f24804,2,2-3,19605,341,535,0.6373831775700934,16,14,0.0,False,True,True
pool_en,user_ba8b1c05,2,2-3,14819,625,705,0.8865248226950354,24,20,0.0,False,False,False
pool_en,user_baeb91b3,2,2-3,14795,305,477,0.639412997903564,13,11,0.0,False,False,False
pool_en,user_bbe73426,2,2-3,12753,386,692,0.5578034682080925,19,27,0.0,False,True,True
pool_en,user_bd19a016,2,2-3,17881,1067,645,1.6542635658914728,48,17,0.0,False,False,False
pool_en,user_c008345b,2,2-3,11173,267,509,0.5245579567779961,17,16,0.0,False,False,False
pool_en,user_c0392523,2,2-3,11458,253,377,0.6710875331564987,15,12,0.0,False,True,True
pool_en,user_c06d9b71,2,2-3,12648,491,378,1.2989417989417988,14,14,0.0,False,False,False
pool_en,user_c154e834,2,2-3,16547,295,527,0.5597722960151803,17,14,0.0,False,False,False
pool_en,user_c2f18cf7,2,2-3,11656,397,466,0.851931330472103,27,13,0.0,False,False,False
pool_en,user_c39d41d7,2,2-3,18760,481,508,0.9468503937007874,22,11,0.0,False,False,False
pool_en,user_c41de62b,2,2-3,13578,313,386,0.810880829015544,19,13,0.0,False,False,False
pool_en,user_c4c70447,2,2-3,18355,522,493,1.0588235294117647,25,11,0.0,False,False,False
pool_en,user_c5c57a9d,2,2-3,16848,680,443,1.5349887133182845,36,11,0.0,False,False,False
pool_en,user_c67f26cc,2,2-3,15473,723,545,1.3266055045871559,36,16,0.0,False,True,True
pool_en,user_c709e252,2,2-3,11983,323,338,0.9556213017751479,14,9,0.0,False,True,True
pool_en,user_c809e3d2,2,2-3,10633,507,289,1.754325259515571,37,11,0.0,False,False,False
pool_en,user_c8e749e2,2,2-3,10480,1442,445,3.2404494382022473,93,15,0.0323,False,False,False
pool_en,user_c903d3bb,2,2-3,16758,331,544,0.6084558823529411,10,15,0.0,False,True,True
pool_en,user_c96b90fe,2,2-3,15491,444,722,0.6149584487534626,23,19,0.0,False,False,False
pool_en,user_c994138f,2,2-3,13905,671,512,1.310546875,49,13,0.0204,False,False,False
pool_en,user_caebed72,2,2-3,15242,2210,418,5.287081339712919,47,12,0.0,False,False,False
pool_en,user_cb8245f7,2,2-3,15346,367,625,0.5872,21,16,0.0,False,True,True
pool_en,user_cf393213,2,2-3,14382,4348,712,6.106741573033708,136,15,0.2059,True,False,False
pool_en,user_d023a78e,2,2-3,9715,1764,370,4.767567567567568,98,12,0.0,True,True,True
pool_en,user_d036c911,2,2-3,15347,4303,527,8.165085388994308,95,13,0.6421,True,False,True
pool_en,user_d074356a,2,2-3,13660,436,583,0.7478559176672385,34,19,0.0,False,False,False
pool_en,user_d2c97c8e,2,2-3,17094,798,460,1.7347826086956522,57,13,0.0175,False,False,False
pool_en,user_d4b7e22e,2,2-3,10394,594,269,2.20817843866171,19,9,0.0,False,True,True
pool_en,user_d5d4fc6e,2,2-3,15493,864,669,1.2914798206278026,41,17,0.0,False,True,True
pool_en,user_d761140c,2,2-3,13035,1856,486,3.8189300411522633,164,12,0.0183,True,True,True
pool_en,user_d849ac6e,2,2-3,14258,638,619,1.0306946688206786,17,15,0.0,False,False,False
pool_en,user_dbbf562e,2,2-3,10148,240,738,0.3252032520325203,13,16,0.0,False,False,False
pool_en,user_dc326993,2,2-3,13969,1107,600,1.845,50,21,0.0,False,True,True
pool_en,user_dca78fea,2,2-3,11168,986,421,2.342042755344418,10,13,0.0,False,False,False
pool_en,user_e10c98bb,2,2-3,12371,570,532,1.0714285714285714,29,20,0.0,False,True,True
pool_en,user_e1730a9c,2,2-3,16970,523,448,1.1674107142857142,29,13,0.0,False,True,True
pool_en,user_e409a56d,2,2-3,16921,556,465,1.1956989247311829,16,14,0.0,False,False,True
pool_en,user_e4ab67b6,2,2-3,16360,1751,462,3.79004329004329,67,15,0.0,False,True,True
pool_en,user_e59c000f,2,2-3,13598,513,452,1.1349557522123894,37,14,0.0,False,False,False
pool_en,user_e5f67397,2,2-3,14050,1628,551,2.954627949183303,132,12,0.0303,True,False,False
pool_en,user_e64d80ba,2,2-3,9862,1922,525,3.6609523809523807,50,15,0.0,True,True,True
pool_en,user_e6dd44b0,2,2-3,14205,4327,657,6.58599695585997,218,19,0.0367,False,True,True
pool_en,user_e7a55eac,2,2-3,10085,315,520,0.6057692307692307,14,16,0.0,False,True,True
pool_en,user_e838707b,2,2-3,11429,879,714,1.23109243697479,32,22,0.0,False,True,True
pool_en,user_e88c308b,2,2-3,15961,593,622,0.9533762057877814,30,15,0.0,False,True,True
pool_en,user_e9d1886c,2,2-3,12052,1143,574,1.9912891986062717,46,19,0.0,False,False,False
pool_en,user_ebe17c78,2,2-3,10595,487,445,1.09438202247191,21,10,0.0,False,False,False
pool_en,user_ec574395,2,2-3,13631,239,560,0.42678571428571427,12,13,0.0,False,True,True
pool_en,user_ecba8131,2,2-3,12586,800,439,1.8223234624145785,27,18,0.0,False,False,False
pool_en,user_ee05ee55,2,2-3,13252,761,554,1.3736462093862816,29,11,0.0,False,True,True
pool_en,user_ee14f818,2,2-3,14479,3598,798,4.508771929824562,185,18,0.0,True,False,False
pool_en,user_ee8d5ec5,2,2-3,9994,451,469,0.9616204690831557,22,16,0.0,False,False,False
pool_en,user_ef954c6e,2,2-3,15584,365,481,0.7588357588357588,24,12,0.0,False,False,False
pool_en,user_f107081e,2,2-3,20356,546,496,1.1008064516129032,15,12,0.0,False,True,True
pool_en,user_f27da10a,2,2-3,15502,421,533,0.7898686679174484,20,16,0.0,False,False,True
pool_en,user_f3377028,2,2-3,18132,468,525,0.8914285714285715,21,15,0.0,False,True,True
pool_en,user_f43d6008,2,2-3,12718,729,467,1.5610278372591007,25,15,0.0,False,True,True
pool_en,user_f52ced02,2,2-3,19014,341,576,0.5920138888888888,14,16,0.0,False,True,True
pool_en,user_f60a09b3,2,2-3,10212,655,540,1.212962962962963,34,16,0.0,False,False,False
pool_en,user_f7bb8af1,2,2-3,8973,2670,605,4.413223140495868,93,15,0.0,False,False,False
pool_en,user_f7fd2885,2,2-3,19599,5918,666,8.885885885885886,153,16,0.7386,True,False,False
pool_en,user_f827c7dd,2,2-3,15506,221,608,0.36348684210526316,15,19,0.0,False,False,False
pool_en,user_f930e37f,2,2-3,18417,1152,505,2.281188118811881,38,12,0.0,False,False,False
pool_en,user_fa69a385,2,2-3,17133,516,512,1.0078125,24,11,0.0,False,False,False
pool_en,user_fb427339,2,2-3,10951,943,633,1.4897314375987363,24,12,0.0,False,False,True
pool_en,user_fb64cb55,2,2-3,12149,534,433,1.233256351039261,15,13,0.0,False,False,False
pool_en,user_fb8f46c8,2,2-3,17125,1828,404,4.524752475247524,37,13,0.0,False,False,True
pool_en,user_fc1cfe0b,2,2-3,14983,1197,487,2.457905544147844,58,14,0.0,False,True,True
pool_en,user_fcf93ee8,2,2-3,15586,589,451,1.3059866962305986,27,10,0.0,False,False,False
pool_en,user_fde2d265,2,2-3,13553,805,320,2.515625,52,11,0.0,False,True,True
pool_en,user_fe922ad0,2,2-3,12269,1762,541,3.256931608133087,31,14,0.0,False,False,False
pool_en,user_02016939,1,1,10527,4209,451,9.332594235033259,70,15,0.4143,True,True,True
pool_en,user_0285dee3,1,1,7911,3542,465,7.617204301075269,353,18,0.9207,False,False,True
pool_en,user_02d8a1f8,1,1,7246,4432,523,8.474187380497131,172,18,0.657,True,True,True
pool_en,user_02fecea2,1,1,7939,427,434,0.9838709677419355,10,16,0.0,False,False,False
pool_en,user_0521a7ac,1,1,6870,4373,554,7.893501805054152,203,17,0.931,True,False,False
pool_en,user_07db2c6a,1,1,6253,3945,461,8.557483731019524,15,12,0.0,False,False,False
pool_en,user_07faa0fc,1,1,9862,3092,536,5.768656716417911,304,17,0.8289,True,True,True
pool_en,user_08e9ce6e,1,1,9466,709,259,2.7374517374517375,15,11,0.0,False,False,True
pool_en,user_092e219d,1,1,8141,950,266,3.5714285714285716,31,11,0.0,False,False,False
pool_en,user_0b64b183,1,1,8120,1292,486,2.6584362139917697,30,11,0.0,False,False,False
pool_en,user_0c578ab5,1,1,7843,3664,385,9.516883116883117,142,15,0.838,True,False,False
pool_en,user_0c8c48ac,1,1,4320,5003,549,9.112932604735883,2,14,0.0,True,False,False
pool_en,user_0cc626ee,1,1,10025,511,544,0.9393382352941176,19,15,0.0,False,False,False
pool_en,user_0f0ad720,1,1,9019,2876,479,6.004175365344468,225,16,0.08,False,True,True
pool_en,user_14a2d3c6,1,1,5687,4424,444,9.963963963963964,2,13,0.0,True,False,False
pool_en,user_159646d5,1,1,9430,3478,339,10.259587020648967,139,9,0.3381,True,True,True
pool_en,user_164057cc,1,1,8629,3515,562,6.254448398576512,125,12,0.752,True,False,False
pool_en,user_165a2706,1,1,9048,3927,350,11.22,114,12,0.5263,True,True,True
pool_en,user_17355c30,1,1,9832,3201,555,5.767567567567568,189,14,0.6772,False,False,True
pool_en,user_18892460,1,1,7892,6019,400,15.0475,161,12,0.8323,True,False,False
pool_en,user_192a215d,1,1,8377,3592,394,9.116751269035532,172,11,0.9128,True,False,False
pool_en,user_19641691,1,1,6487,630,457,1.3785557986870898,30,12,0.0333,False,True,True
pool_en,user_1d775dd8,1,1,8936,3359,393,8.5470737913486,71,11,0.831,False,False,False
pool_en,user_1f1dc5e0,1,1,7471,2578,562,4.587188612099644,219,16,0.0046,True,False,False
pool_en,user_1f636ddc,1,1,6771,3182,539,5.903525046382189,96,13,0.5,False,False,False
pool_en,user_20e741d0,1,1,8184,948,516,1.8372093023255813,25,11,0.0,False,False,False
pool_en,user_226be32f,1,1,7485,3102,319,9.724137931034482,147,10,0.9456,False,False,False
pool_en,user_2373103d,1,1,7490,3938,522,7.5440613026819925,31,16,0.7419,True,False,False
pool_en,user_23e46560,1,1,8931,4404,356,12.370786516853933,70,9,0.4143,True,True,True
pool_en,user_2b79ef0b,1,1,5913,355,234,1.517094017094017,11,8,0.0,False,False,False
pool_en,user_2dd189e3,1,1,9399,372,476,0.7815126050420168,12,11,0.0,False,True,True
pool_en,user_2eaaa117,1,1,5691,477,444,1.0743243243243243,17,15,0.0,False,True,True
pool_en,user_3049510b,1,1,5138,3089,393,7.860050890585241,54,12,0.5741,False,False,True
pool_en,user_32934d38,1,1,7417,2941,263,11.182509505703422,12,9,0.0,False,False,False
pool_en,user_364bb955,1,1,4690,588,444,1.3243243243243243,17,11,0.0,False,False,False
pool_en,user_36dd1253,1,1,8905,5127,402,12.753731343283581,29,13,0.0,True,False,False
pool_en,user_372c2b3e,1,1,7772,4201,439,9.569476082004556,212,14,0.6792,True,False,True
pool_en,user_38ab51d4,1,1,3865,4194,442,9.48868778280543,1,13,0.0,True,False,False
pool_en,user_3971c3e6,1,1,8398,2320,452,5.132743362831858,99,10,0.0,True,False,False
pool_en,user_39aad1a2,1,1,8084,5776,443,13.038374717832957,242,12,0.9215,False,False,False
pool_en,user_3a55606c,1,1,8716,742,406,1.8275862068965518,26,13,0.0,False,True,True
pool_en,user_3bb7992e,1,1,6448,3276,417,7.856115107913669,136,14,0.0074,True,False,False
pool_en,user_3eb49f37,1,1,7894,4203,444,9.466216216216216,187,11,0.7219,True,True,True
pool_en,user_3f1d04a6,1,1,3446,4250,399,10.651629072681704,174,13,0.931,True,False,False
pool_en,user_434f3511,1,1,7599,2925,551,5.308529945553539,88,17,0.0,False,True,True
pool_en,user_500badda,1,1,5208,4716,331,14.24773413897281,185,10,0.8595,True,False,True
pool_en,user_529e3009,1,1,6195,520,313,1.6613418530351438,15,11,0.0,False,True,True
pool_en,user_56909460,1,1,5735,735,360,2.0416666666666665,22,13,0.0,False,False,False
pool_en,user_5738db35,1,1,8292,5254,429,12.247086247086248,104,12,0.6442,True,True,True
pool_en,user_59d9db83,1,1,7565,4591,546,8.408424908424909,225,18,0.8044,True,False,False
pool_en,user_5a6c91dd,1,1,5869,501,477,1.050314465408805,15,12,0.0,False,False,False
pool_en,user_5c09bb3d,1,1,7808,5135,284,18.080985915492956,12,9,0.0,True,False,False
pool_en,user_636d1da4,1,1,7639,635,377,1.6843501326259946,19,13,0.0,False,False,False
pool_en,user_68349053,1,1,4999,4558,323,14.111455108359133,123,9,0.6911,True,True,True
pool_en,user_73a4377d,1,1,6048,386,459,0.840958605664488,13,13,0.0,False,False,False
pool_en,user_74e32d78,1,1,8162,4574,337,13.572700296735905,2,9,0.0,True,False,True
pool_en,user_78eff25f,1,1,8792,4369,343,12.737609329446064,235,15,0.8723,True,True,True
pool_en,user_795eb408,1,1,6207,615,390,1.5769230769230769,29,13,0.0,False,True,True
pool_en,user_7a8f7f3e,1,1,8552,4172,470,8.87659574468085,75,11,0.6267,True,False,False
pool_en,user_7b052f32,1,1,6099,3362,328,10.25,18,13,0.0,False,False,True
pool_en,user_7b4c75ab,1,1,8654,3163,464,6.816810344827586,134,14,0.8806,True,True,True
pool_en,user_7fd91653,1,1,5634,529,390,1.3564102564102565,20,9,0.0,False,False,True
pool_en,user_80da26a6,1,1,6225,3936,393,10.01526717557252,154,12,0.6688,False,False,True
pool_en,user_84fe1a7a,1,1,9177,3801,428,8.880841121495328,76,19,0.5526,True,True,True
pool_en,user_87e5d9b0,1,1,6722,514,400,1.285,17,8,0.0,False,True,True
pool_en,user_885e8708,1,1,6098,619,462,1.3398268398268398,17,11,0.0,False,False,True
pool_en,user_8ae8c359,1,1,6427,1155,349,3.30945558739255,18,10,0.0,False,False,False
pool_en,user_8c6db6ed,1,1,10254,3813,612,6.230392156862745,338,16,0.9556,False,False,True
pool_en,user_8d22714e,1,1,10190,609,689,0.8838896952104499,18,14,0.0,False,True,True
pool_en,user_8da30894,1,1,3933,5130,367,13.978201634877385,229,12,0.8734,True,False,True
pool_en,user_8e48a3f8,1,1,9605,610,390,1.564102564102564,24,9,0.0,False,True,True
pool_en,user_8eac0a68,1,1,8155,5070,348,14.568965517241379,99,10,0.6465,True,False,True
pool_en,user_959adfc8,1,1,4862,3918,541,7.242144177449168,120,16,0.9083,True,False,False
pool_en,user_9b517815,1,1,8345,448,527,0.8500948766603416,13,15,0.0,False,False,False
pool_en,user_9c5e4782,1,1,5490,4220,393,10.73791348600509,121,10,0.9587,True,False,False
pool_en,user_9fc3c829,1,1,5359,801,323,2.4798761609907123,21,9,0.0,False,False,False
pool_en,user_a01f16ac,1,1,8413,1440,375,3.84,22,15,0.0,False,True,True
pool_en,user_a0fa40f1,1,1,5703,554,463,1.1965442764578833,14,13,0.0,False,False,False
pool_en,user_a151ddab,1,1,9656,3634,464,7.831896551724138,7,15,0.0,True,False,False
pool_en,user_a1b097c2,1,1,5890,3726,414,9.0,260,15,0.9038,False,False,False
pool_en,user_a4893af1,1,1,6751,2973,358,8.304469273743017,144,10,0.6528,False,False,False
pool_en,user_a57a04fa,1,1,8585,3128,429,7.291375291375291,154,15,0.9091,True,False,False
pool_en,user_a6a094cf,1,1,3611,4125,416,9.915865384615385,118,10,0.7627,True,True,True
pool_en,user_aa4cc34a,1,1,5427,3981,540,7.372222222222222,81,12,0.8642,True,False,False
pool_en,user_abde0618,1,1,8411,3352,398,8.422110552763819,243,11,0.7572,True,False,False
pool_en,user_ad15a0a4,1,1,9632,971,430,2.2581395348837208,8,11,0.0,False,True,True
pool_en,user_b2dd04c8,1,1,9684,675,279,2.4193548387096775,27,12,0.0,False,False,False
pool_en,user_b2f3c0d2,1,1,6486,5555,469,11.844349680170575,114,12,0.7544,True,True,True
pool_en,user_b337cb0c,1,1,8507,1146,429,2.6713286713286712,176,14,0.9148,False,False,False
pool_en,user_b563e90b,1,1,6129,477,658,0.7249240121580547,14,19,0.0,False,True,True
pool_en,user_b628264a,1,1,10310,4113,508,8.096456692913385,145,14,0.9793,True,False,False
pool_en,user_bbcbf015,1,1,9620,622,520,1.1961538461538461,27,15,0.0,False,False,True
pool_en,user_bd47000f,1,1,4819,3588,411,8.72992700729927,201,14,0.4677,True,False,False
pool_en,user_be06391b,1,1,7974,4227,341,12.395894428152493,354,10,0.8842,False,False,False
pool_en,user_c0eba9f2,1,1,7498,1051,443,2.3724604966139955,32,16,0.0,False,True,True
pool_en,user_c204a1dd,1,1,6140,3276,541,6.055452865064695,91,11,0.0,False,False,False
pool_en,user_c3040c7c,1,1,8178,908,400,2.27,24,13,0.0,False,False,False
pool_en,user_c59ebe9c,1,1,9558,3372,381,8.850393700787402,250,12,0.928,False,False,False
pool_en,user_c5f32c0d,1,1,6774,497,521,0.9539347408829175,15,17,0.0,False,False,False
pool_en,user_c81fae29,1,1,3836,3030,242,12.520661157024794,111,9,0.7477,True,False,False
pool_en,user_c883258f,1,1,6432,3891,349,11.148997134670488,449,12,0.9332,False,True,True
pool_en,user_caa6a7b6,1,1,9762,545,437,1.2471395881006866,24,14,0.0,False,False,False
pool_en,user_d10d1f24,1,1,7413,4120,530,7.773584905660377,218,17,0.8211,True,True,True
pool_en,user_d14b7d7b,1,1,8457,3127,394,7.936548223350254,134,13,0.0,False,False,False
pool_en,user_d50d7985,1,1,9764,3437,735,4.6761904761904765,193,15,0.8756,True,False,False
pool_en,user_d955d7e2,1,1,7944,3450,599,5.759599332220367,335,16,0.9522,True,True,True
pool_en,user_da51dede,1,1,9505,491,465,1.0559139784946237,14,15,0.0,False,True,True
pool_en,user_dac2c359,1,1,8835,4088,334,12.239520958083832,80,13,0.4375,False,False,True
pool_en,user_db4c3fb9,1,1,6552,806,385,2.0935064935064935,28,13,0.0,False,True,True
pool_en,user_dc32d458,1,1,7584,5434,505,10.760396039603961,166,12,0.8976,False,False,False
pool_en,user_df8dc9bb,1,1,7550,739,640,1.1546875,14,16,0.0,False,True,True
pool_en,user_dffc0da5,1,1,9293,3984,480,8.3,159,19,0.6541,True,False,False
pool_en,user_e51692a6,1,1,5906,476,411,1.1581508515815084,15,15,0.0,False,False,True
pool_en,user_e8a7be73,1,1,8397,2167,290,7.472413793103448,104,10,0.9423,False,False,False
pool_en,user_ea67f9c6,1,1,7285,4747,300,15.823333333333334,244,11,0.709,True,False,False
pool_en,user_ecc1ca0a,1,1,4891,417,351,1.188034188034188,13,11,0.0,False,True,True
pool_en,user_f070eee7,1,1,7741,418,397,1.0528967254408061,7,13,0.0,False,True,True
pool_en,user_f0cf195f,1,1,7473,2294,570,4.024561403508772,82,17,0.7317,False,True,True
pool_en,user_f4f9490d,1,1,9110,856,423,2.023640661938534,29,14,0.0,False,False,False
pool_en,user_f5fea76f,1,1,5381,4275,371,11.522911051212938,103,13,0.7087,True,False,True
pool_en,user_f75c71f0,1,1,7286,4234,319,13.272727272727273,3,9,0.0,True,False,False
pool_en,user_fbed237d,1,1,6110,2276,380,5.989473684210527,105,12,0.0,True,True,True
pool_en,user_fca58a87,1,1,8982,815,499,1.6332665330661322,38,11,0.0,False,True,True
pool_en,user_ff39b6cf,1,1,9297,3957,352,11.241477272727273,230,11,0.7696,False,True,True
pool_en,user_ff591131,1,1,5087,591,333,1.7747747747747749,21,11,0.0,False,True,True
