pool,user_id,n_chunks,bucket,n_words,local_chars,gpt4o_chars,char_ratio_local_over_gpt4o,local_traits,gpt4o_traits,dup_rate,truncated,top1_correct,hit_at_15
hn,user_0715,4,4-6,30400,4620,748,6.176470588235294,183,22,0.6885,True,True,True
hn,user_0716,4,4-6,28069,403,608,0.662828947368421,13,14,0.0,False,False,False
hn,user_0717,4,4-6,36684,2138,634,3.3722397476340693,131,19,0.0,True,False,False
hn,user_0722,4,4-6,33017,6325,1080,5.856481481481482,163,22,0.6258,True,False,False
hn,user_0726,4,4-6,37978,866,716,1.2094972067039107,31,21,0.0,False,False,False
hn,user_0729,4,4-6,29043,1480,557,2.657091561938959,107,14,0.0,False,False,False
hn,user_0731,4,4-6,29855,679,661,1.027231467473525,22,14,0.0,False,False,False
hn,user_0734,4,4-6,32415,713,727,0.9807427785419532,44,16,0.0,False,False,False
hn,user_0736,4,4-6,21435,455,557,0.8168761220825853,34,12,0.0,False,False,False
hn,user_0737,4,4-6,24905,930,655,1.4198473282442747,51,22,0.0,False,False,True
hn,user_0740,4,4-6,27129,877,669,1.3109118086696563,40,17,0.0,False,True,True
hn,user_0746,4,4-6,31160,612,483,1.2670807453416149,17,16,0.0,False,False,True
hn,user_0748,4,4-6,22673,784,604,1.2980132450331126,33,13,0.0,False,False,False
hn,user_0750,4,4-6,28663,4851,381,12.73228346456693,142,13,0.4155,True,False,False
hn,user_0755,4,4-6,38048,1147,639,1.7949921752738653,62,12,0.0,False,False,False
hn,user_0759,4,4-6,32999,3972,716,5.5474860335195535,130,11,0.3538,True,False,False
hn,user_0763,4,4-6,24289,921,731,1.2599179206566347,77,15,0.013,False,False,False
hn,user_0765,4,4-6,36937,644,432,1.4907407407407407,18,10,0.0,False,False,False
hn,user_0768,4,4-6,37087,395,414,0.9541062801932367,17,11,0.0,False,False,False
hn,user_0769,4,4-6,38180,728,728,1.0,28,15,0.0,False,False,False
hn,user_0778,4,4-6,22316,670,624,1.0737179487179487,31,16,0.0,False,False,False
hn,user_0781,4,4-6,29796,1357,531,2.5555555555555554,41,18,0.0,False,False,False
hn,user_0785,4,4-6,37441,451,360,1.2527777777777778,22,9,0.0,False,False,True
hn,user_0788,4,4-6,28695,4126,576,7.163194444444445,340,11,0.8882,False,False,False
hn,user_0792,4,4-6,31440,879,502,1.750996015936255,22,9,0.0,False,False,False
hn,user_0799,4,4-6,23270,4038,850,4.750588235294118,406,26,0.8941,False,False,False
hn,user_0804,4,4-6,28559,1001,609,1.6436781609195403,48,17,0.0,False,False,True
hn,user_0809,4,4-6,32067,1672,625,2.6752,115,17,0.0174,False,False,False
hn,user_0828,4,4-6,26660,617,531,1.1619585687382297,25,13,0.0,False,False,False
hn,user_0829,4,4-6,29587,3801,625,6.0816,305,17,0.6721,False,False,False
hn,user_0833,4,4-6,23091,1934,699,2.7668097281831185,113,15,0.0265,True,False,False
hn,user_0838,4,4-6,28132,563,715,0.7874125874125875,15,14,0.0,False,True,True
hn,user_0842,4,4-6,23034,521,698,0.7464183381088825,42,17,0.0,False,False,False
hn,user_0845,4,4-6,33420,4481,644,6.958074534161491,107,17,0.2336,True,False,False
hn,user_0850,4,4-6,26020,4028,715,5.6335664335664335,124,21,0.5484,False,True,True
hn,user_0854,4,4-6,29162,2212,556,3.9784172661870505,124,15,0.1694,True,False,False
hn,user_0855,4,4-6,31308,644,591,1.089678510998308,19,13,0.0,False,False,False
hn,user_0858,4,4-6,30644,2756,539,5.11317254174397,138,12,0.0,False,False,False
hn,user_0860,4,4-6,37066,1590,629,2.5278219395866453,44,16,0.0,False,True,True
hn,user_0864,4,4-6,26256,5636,592,9.52027027027027,267,23,0.5281,True,False,False
hn,user_0867,4,4-6,23100,1919,519,3.697495183044316,131,12,0.0,True,False,False
hn,user_0870,4,4-6,38759,1438,777,1.8507078507078507,77,18,0.0,False,False,False
hn,user_0875,4,4-6,26319,1105,461,2.3969631236442517,33,11,0.0,False,False,True
hn,user_0876,4,4-6,26712,1652,689,2.397677793904209,47,14,0.0,False,False,False
hn,user_0877,4,4-6,18387,4347,759,5.7272727272727275,133,18,0.6015,True,False,False
hn,user_0885,4,4-6,24381,1975,583,3.387650085763293,134,16,0.0,True,False,False
hn,user_0888,4,4-6,32341,381,419,0.9093078758949881,25,12,0.0,False,True,True
hn,user_0895,4,4-6,30291,4868,658,7.398176291793313,151,15,0.3113,True,False,False
hn,user_0900,4,4-6,32448,6007,641,9.371294851794072,339,18,0.9115,True,False,False
hn,user_0909,4,4-6,27058,3719,677,5.493353028064993,267,15,0.8315,False,False,False
hn,user_0932,4,4-6,34994,540,693,0.7792207792207793,16,16,0.0,False,True,True
hn,user_0942,4,4-6,29649,3488,593,5.881956155143339,129,13,0.0155,False,False,False
hn,user_0948,4,4-6,31384,660,827,0.7980652962515115,16,18,0.0,False,False,False
hn,user_0954,4,4-6,28368,491,826,0.5944309927360775,43,18,0.0,False,False,False
hn,user_0955,4,4-6,30915,5242,592,8.85472972972973,256,14,0.0469,False,False,False
hn,user_0956,4,4-6,24286,5459,552,9.889492753623188,143,18,0.5874,True,False,False
hn,user_0957,4,4-6,28488,2422,932,2.5987124463519313,99,12,0.0,False,False,False
hn,user_0959,4,4-6,38063,658,762,0.863517060367454,21,14,0.0,False,False,False
hn,user_0967,4,4-6,24635,536,702,0.7635327635327636,18,19,0.0,False,False,True
hn,user_0968,4,4-6,34724,1003,767,1.3076923076923077,21,15,0.0,False,False,False
hn,user_0971,4,4-6,42779,1088,669,1.6263079222720478,51,18,0.0,False,True,True
hn,user_0972,4,4-6,25925,771,720,1.0708333333333333,37,20,0.0,False,False,False
hn,user_0975,4,4-6,30233,470,458,1.0262008733624455,18,14,0.0,False,False,False
hn,user_0978,4,4-6,29791,2154,573,3.7591623036649215,342,18,0.9591,True,False,False
hn,user_0979,4,4-6,38835,717,479,1.4968684759916493,37,17,0.0,False,False,False
hn,user_0981,4,4-6,29991,612,722,0.8476454293628809,31,18,0.0,False,False,False
hn,user_0983,4,4-6,28184,3868,699,5.533619456366237,160,22,0.5188,True,True,True
hn,user_0987,4,4-6,24891,5576,387,14.408268733850129,245,14,0.6694,True,False,False
hn,user_0990,4,4-6,38902,717,417,1.7194244604316546,42,10,0.0,False,False,False
hn,user_0991,4,4-6,36561,2079,633,3.2843601895734595,510,14,0.9824,False,False,False
hn,user_0993,4,4-6,34143,1060,584,1.8150684931506849,84,14,0.0119,False,False,False
hn,user_0995,4,4-6,29321,2628,805,3.2645962732919256,164,23,0.4268,True,False,False
hn,user_0999,4,4-6,23860,3400,381,8.923884514435695,224,11,0.7812,False,False,False
hn,user_0147,3,2-3,21690,1173,957,1.225705329153605,68,24,0.0,False,True,True
hn,user_0157,3,2-3,22568,488,698,0.6991404011461319,19,19,0.0,False,False,False
hn,user_0164,3,2-3,20450,1801,711,2.533052039381153,105,16,0.0,False,False,True
hn,user_0166,3,2-3,21547,434,635,0.6834645669291338,56,15,0.0179,False,True,True
hn,user_0167,3,2-3,20051,782,709,1.1029619181946404,30,16,0.0,False,False,False
hn,user_0210,3,2-3,21057,564,516,1.0930232558139534,46,11,0.0,False,False,False
hn,user_0231,3,2-3,22296,611,647,0.9443585780525502,25,14,0.0,False,False,False
hn,user_0234,3,2-3,18900,3959,512,7.732421875,137,17,0.6131,True,False,False
hn,user_0258,3,2-3,20235,1823,363,5.022038567493113,114,9,0.0,False,False,False
hn,user_0277,3,2-3,19843,649,454,1.4295154185022025,25,13,0.0,False,True,True
hn,user_0279,3,2-3,22007,1887,593,3.18212478920742,129,13,0.0233,True,False,False
hn,user_0282,3,2-3,21744,5481,659,8.317147192716236,258,17,0.6008,True,False,False
hn,user_0297,3,2-3,19073,4196,499,8.408817635270541,270,13,0.3889,True,False,False
hn,user_0301,3,2-3,23462,1053,703,1.4978662873399715,41,19,0.0,False,False,False
hn,user_0323,3,2-3,19303,1000,649,1.5408320493066257,40,14,0.0,False,False,False
hn,user_0339,3,2-3,21767,2172,674,3.222551928783383,170,14,0.0118,True,False,False
hn,user_0371,3,2-3,18960,2317,439,5.277904328018224,164,11,0.0061,False,False,False
hn,user_0372,3,2-3,21749,596,638,0.9341692789968652,20,15,0.0,False,False,False
hn,user_0414,3,2-3,22476,782,579,1.3506044905008636,50,14,0.0,False,False,False
hn,user_0422,3,2-3,18373,3327,637,5.222919937205652,173,15,0.0058,False,False,False
hn,user_0446,3,2-3,26502,3864,635,6.08503937007874,244,17,0.873,True,False,False
hn,user_0453,3,2-3,20977,2945,635,4.637795275590551,209,13,0.0,True,False,False
hn,user_0454,3,2-3,26116,6895,574,12.012195121951219,269,16,0.5576,True,False,False
hn,user_0470,3,2-3,21748,6267,494,12.686234817813766,169,13,0.5621,True,False,False
hn,user_0512,3,2-3,25190,2754,615,4.478048780487805,96,18,0.0,False,True,True
hn,user_0520,3,2-3,21168,1051,531,1.9792843691148776,31,14,0.0,False,True,True
hn,user_0544,3,2-3,22835,5016,542,9.254612546125461,353,11,0.4023,True,False,False
hn,user_0553,3,2-3,23493,502,705,0.7120567375886525,24,16,0.0,False,False,False
hn,user_0567,3,2-3,26156,720,574,1.254355400696864,52,16,0.0,False,False,False
hn,user_0575,3,2-3,22715,3027,702,4.311965811965812,109,18,0.0,False,False,False
hn,user_0579,3,2-3,24380,1492,814,1.8329238329238329,72,21,0.0,False,False,True
hn,user_0611,3,2-3,24429,387,863,0.4484356894553882,25,16,0.0,False,False,True
hn,user_0701,3,2-3,22463,1189,863,1.3777520278099653,124,22,0.0,False,False,True
hn,user_0756,3,2-3,21288,436,600,0.7266666666666667,21,16,0.0,False,False,False
hn,user_0813,3,2-3,20309,1185,559,2.1198568872987478,69,16,0.0,False,False,False
hn,user_0815,3,2-3,20757,795,513,1.5497076023391814,53,14,0.0,False,False,False
hn,user_0826,3,2-3,22126,2622,557,4.707360861759425,63,15,0.0159,False,False,False
hn,user_0830,3,2-3,23261,568,730,0.7780821917808219,17,14,0.0,False,True,True
hn,user_0831,3,2-3,21090,4084,411,9.936739659367397,206,11,0.8447,True,True,True
hn,user_0835,3,2-3,20361,723,542,1.3339483394833949,53,15,0.0,False,False,False
hn,user_0890,3,2-3,20816,1958,557,3.5152603231597848,51,12,0.0,False,True,True
hn,user_0913,3,2-3,21256,801,513,1.5614035087719298,31,13,0.0,False,False,False
hn,user_0939,3,2-3,23603,733,549,1.3351548269581057,49,18,0.0,False,False,False
hn,user_0964,3,2-3,17740,5914,671,8.813710879284649,156,14,0.0,True,False,False
hn,user_0973,3,2-3,19952,2663,433,6.150115473441109,117,10,0.0,True,False,False
hn,user_0989,3,2-3,20760,5729,446,12.845291479820627,229,17,0.6725,True,False,False
hn,user_0049,2,2-3,18862,1017,549,1.8524590163934427,48,16,0.0,False,False,False
hn,user_0059,2,2-3,13402,1658,634,2.6151419558359623,113,14,0.0088,True,False,False
hn,user_0075,2,2-3,16163,530,569,0.9314586994727593,33,10,0.0,False,True,True
hn,user_0076,2,2-3,17945,1476,681,2.1674008810572687,80,18,0.0,False,False,False
hn,user_0081,2,2-3,18974,3453,542,6.370848708487085,270,18,0.0111,True,False,False
hn,user_0096,2,2-3,17873,3171,468,6.7756410256410255,243,11,0.0082,True,False,False
hn,user_0110,2,2-3,14194,691,709,0.9746121297602257,37,21,0.0,False,False,False
hn,user_0111,2,2-3,14229,1321,523,2.5258126195028683,79,14,0.0506,False,False,False
hn,user_0115,2,2-3,16596,943,469,2.0106609808102345,33,15,0.0,False,False,False
hn,user_0128,2,2-3,14734,523,683,0.7657393850658858,18,16,0.0,False,False,False
hn,user_0129,2,2-3,14511,804,576,1.3958333333333333,27,12,0.0,False,False,False
hn,user_0134,2,2-3,19670,303,662,0.45770392749244715,15,18,0.0,False,False,False
hn,user_0138,2,2-3,15927,469,475,0.9873684210526316,20,12,0.0,False,True,True
hn,user_0170,2,2-3,13069,6725,453,14.845474613686534,124,14,0.7984,True,False,False
hn,user_0183,2,2-3,14659,442,533,0.8292682926829268,21,18,0.0,False,False,False
hn,user_0191,2,2-3,19183,630,413,1.5254237288135593,44,10,0.0227,False,False,False
hn,user_0241,2,2-3,18772,810,708,1.1440677966101696,55,16,0.0,False,False,False
hn,user_0304,2,2-3,11602,5925,418,14.174641148325358,151,11,0.8079,False,False,False
hn,user_0307,2,2-3,17597,1050,617,1.7017828200972447,26,13,0.0,False,False,False
hn,user_0313,2,2-3,19351,406,594,0.6835016835016835,16,11,0.0,False,False,False
hn,user_0316,2,2-3,19159,830,551,1.5063520871143377,25,16,0.0,False,False,False
hn,user_0363,2,2-3,11735,861,516,1.6686046511627908,42,14,0.0,False,False,False
hn,user_0392,2,2-3,19074,206,687,0.29985443959243085,19,17,0.0,False,False,False
hn,user_0395,2,2-3,13914,1367,407,3.3587223587223587,137,16,0.0,False,True,True
hn,user_0413,2,2-3,11104,615,750,0.82,31,23,0.0,False,False,False
hn,user_0417,2,2-3,21064,389,702,0.5541310541310541,19,16,0.0,False,True,True
hn,user_0441,2,2-3,14618,986,317,3.110410094637224,57,9,0.0,False,False,False
hn,user_0479,2,2-3,14547,443,538,0.8234200743494424,17,14,0.0,False,False,False
hn,user_0515,2,2-3,19545,850,750,1.1333333333333333,50,19,0.0,False,False,False
hn,user_0519,2,2-3,10674,855,570,1.5,48,18,0.0,False,True,True
hn,user_0541,2,2-3,20590,764,529,1.444234404536862,43,18,0.0,False,True,True
hn,user_0546,2,2-3,14397,1360,551,2.468239564428312,31,11,0.0,False,False,False
hn,user_0550,2,2-3,11927,658,497,1.323943661971831,27,13,0.0,False,False,False
hn,user_0571,2,2-3,18404,5605,472,11.875,158,13,0.8418,True,False,True
hn,user_0584,2,2-3,14821,838,521,1.6084452975047985,75,13,0.0133,False,False,False
hn,user_0602,2,2-3,14917,941,581,1.6196213425129087,80,13,0.0125,False,False,False
hn,user_0605,2,2-3,15131,826,409,2.019559902200489,29,12,0.0,False,False,True
hn,user_0610,2,2-3,18704,7122,565,12.605309734513275,195,15,0.6615,True,True,True
hn,user_0624,2,2-3,20032,451,500,0.902,50,14,0.0,False,False,False
hn,user_0630,2,2-3,13897,959,582,1.647766323024055,38,16,0.0,False,False,False
hn,user_0651,2,2-3,14768,100,494,0.20242914979757085,12,12,0.0,False,False,True
hn,user_0657,2,2-3,15421,582,648,0.8981481481481481,12,17,0.0,False,True,True
hn,user_0662,2,2-3,16157,688,674,1.0207715133531157,40,14,0.0,False,False,False
hn,user_0664,2,2-3,14766,1162,450,2.582222222222222,81,12,0.0,False,False,False
hn,user_0672,2,2-3,16337,898,651,1.379416282642089,44,17,0.0,False,False,False
hn,user_0685,2,2-3,13485,376,593,0.6340640809443507,20,17,0.0,False,False,False
hn,user_0686,2,2-3,10056,865,717,1.2064156206415622,79,21,0.3924,False,True,True
hn,user_0692,2,2-3,17296,358,535,0.6691588785046729,24,16,0.0,False,False,False
hn,user_0705,2,2-3,11063,1071,477,2.2452830188679247,80,12,0.0,False,False,False
hn,user_0710,2,2-3,16375,1554,763,2.036697247706422,39,17,0.0,False,False,False
hn,user_0735,2,2-3,12786,596,645,0.924031007751938,43,15,0.0,False,False,False
hn,user_0739,2,2-3,17020,767,865,0.8867052023121387,24,20,0.0,False,True,True
hn,user_0752,2,2-3,21562,2010,496,4.05241935483871,142,14,0.0,True,False,False
hn,user_0760,2,2-3,17290,4802,509,9.43418467583497,187,12,0.7754,False,False,False
hn,user_0774,2,2-3,16956,1173,499,2.350701402805611,34,13,0.0,False,False,True
hn,user_0797,2,2-3,17507,717,675,1.0622222222222222,52,20,0.0,False,False,False
hn,user_0822,2,2-3,20870,1068,570,1.8736842105263158,78,16,0.0,False,False,False
hn,user_0827,2,2-3,19316,747,579,1.2901554404145077,33,16,0.0,False,True,True
hn,user_0891,2,2-3,17138,883,521,1.6948176583493282,24,14,0.0,False,False,False
hn,user_0898,2,2-3,20629,885,468,1.891025641025641,53,14,0.0,False,True,True
hn,user_0908,2,2-3,19442,611,575,1.0626086956521739,42,13,0.0238,False,False,False
hn,user_0914,2,2-3,14698,3431,451,7.607538802660754,108,12,0.0093,False,False,False
hn,user_0920,2,2-3,18925,432,399,1.0827067669172932,25,11,0.0,False,False,False
hn,user_0931,2,2-3,19277,867,703,1.233285917496444,57,18,0.0,False,True,True
hn,user_0952,2,2-3,14718,5135,760,6.756578947368421,360,15,0.8722,False,True,True
hn,user_0965,2,2-3,18733,1918,364,5.269230769230769,138,9,0.0507,True,False,False
hn,user_0998,2,2-3,16221,1424,715,1.9916083916083915,38,20,0.0,False,True,True
hn,user_1000,2,2-3,13934,606,333,1.8198198198198199,35,10,0.0,False,False,False
hn,user_0226,1,1,6410,1314,476,2.7605042016806722,16,17,0.0,False,False,False
hn,user_0747,1,1,8884,4787,536,8.930970149253731,106,17,0.3774,False,False,False
